pos,tier,pos_rank,player,team,raw_adp,risk,upside,draft_tag,tag_reason,threshold_note,player_note,source
WR,T2 Target-Hog WR1/2,10,George Pickens,Dallas Cowboys,25.3,2,5,NEUTRAL,Core,,Primary target profile; prioritize when RB board is flat.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T2 Target-Hog WR1/2,11,Nico Collins,Houston Texans,25.8,2,5,NEUTRAL,Core,,Primary target profile; prioritize when RB board is flat.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T2 Target-Hog WR1/2,12,A.J. Brown,Philadelphia Eagles,27.5,2,5,NEUTRAL,Core,,Primary target profile; prioritize when RB board is flat.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T2 Target-Hog WR1/2,13,DeVonta Smith,Philadelphia Eagles,30.4,2,5,NEUTRAL,Core,,Primary target profile; prioritize when RB board is flat.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T2 Target-Hog WR1/2,14,Tetairoa McMillan,Carolina Panthers,33.8,3,5,WATCH,Rookie,Monitor news,Rookie talent/role bet; QB and route share drive floor.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T2 Target-Hog WR1/2,15,Chris Olave,New Orleans Saints,34.7,2,5,NEUTRAL,Core,,Primary target profile; prioritize when RB board is flat.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T2 Target-Hog WR1/2,16,Tee Higgins,Cincinnati Bengals,35.5,2,5,NEUTRAL,Core,,Primary target profile; prioritize when RB board is flat.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T2 Target-Hog WR1/2,17,Garrett Wilson,New York Jets,37.7,2,5,NEUTRAL,Core,,Primary target profile; prioritize when RB board is flat.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T3 WR2/3 Sweet Spot,18,Zay Flowers,Baltimore Ravens,39.4,2,4,NEUTRAL,Core,,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T3 WR2/3 Sweet Spot,19,Emeka Egbuka,Tampa Bay Buccaneers,40,2,4,NEUTRAL,Core,,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T3 WR2/3 Sweet Spot,20,Ladd McConkey,Los Angeles Chargers,41.7,2,4,NEUTRAL,Core,,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T3 WR2/3 Sweet Spot,21,Luther Burden,Chicago Bears,42.5,3,5,WATCH,Rookie,Monitor news,Rookie talent/role bet; QB and route share drive floor.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T3 WR2/3 Sweet Spot,22,Mike Evans,San Francisco 49ers,45.4,4,4,VALUE_ONLY,Volatile,Need discount,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T3 WR2/3 Sweet Spot,23,Jameson Williams,Detroit Lions,47.5,2,4,NEUTRAL,Core,,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T3 WR2/3 Sweet Spot,24,Jaylen Waddle,Denver Broncos,48.9,2,4,NEUTRAL,Core,,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T3 WR2/3 Sweet Spot,25,Terry McLaurin,Washington Commanders,50,2,4,NEUTRAL,Core,,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T3 WR2/3 Sweet Spot,26,D.J. Moore,Buffalo Bills,51.4,3,4,MY_GUY,Target,OK near ADP,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T3 WR2/3 Sweet Spot,27,Davante Adams,Los Angeles Rams,51.8,4,4,VALUE_ONLY,Volatile,Need discount,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T3 WR2/3 Sweet Spot,28,Rome Odunze,Chicago Bears,57.1,3,4,MY_GUY,Target,OK near ADP,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T3 WR2/3 Sweet Spot,29,Christian Watson,Green Bay Packers,59.5,3,4,MY_GUY,Target,OK near ADP,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T3 WR2/3 Sweet Spot,30,Carnell Tate,Tennessee Titans,59.9,4,5,MY_GUY,Rookie target,OK near ADP,Projected Titans No. 1 option; depends on Cam Ward making a Year 2 jump.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T3 WR2/3 Sweet Spot,31,Jordyn Tyson,New Orleans Saints,63.8,4,5,MY_GUY,Rookie target,OK near ADP,Saints target tree could consolidate; QB/offense ceiling is the cap.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T3 WR2/3 Sweet Spot,32,Brian Thomas,Jacksonville Jaguars,63.9,3,4,MY_GUY,Target,OK near ADP,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T3 WR2/3 Sweet Spot,33,Marvin Harrison,Arizona Cardinals,67.2,3,4,MY_GUY,Target,OK near ADP,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,34,Alec Pierce,Indianapolis Colts,68.9,3,4,MY_GUY,Target,OK near ADP,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,35,Makai Lemon,Philadelphia Eagles,72.7,4,5,NEUTRAL,Rookie flex,,Needs Eagles passing volume/two-WR role to justify WR3 pricing.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,36,Parker Washington,Jacksonville Jaguars,73.8,3,4,MY_GUY,Target,OK near ADP,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,37,DK Metcalf,Pittsburgh Steelers,76.9,3,4,MY_GUY,Target,OK near ADP,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,38,Courtland Sutton,Denver Broncos,80.3,3,4,MY_GUY,Target,OK near ADP,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,39,Jordan Addison,Minnesota Vikings,80.8,3,4,MY_GUY,Target,OK near ADP,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,40,Michael Wilson,Arizona Cardinals,83.3,3,4,MY_GUY,Target,OK near ADP,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,41,Jakobi Meyers,Jacksonville Jaguars,90.7,3,4,MY_GUY,Target,OK near ADP,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,42,Chris Godwin,Tampa Bay Buccaneers,90.9,4,4,VALUE_ONLY,Volatile,Need discount,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,43,Jayden Reed,Green Bay Packers,90.9,3,4,VALUE_ONLY,Value,Need discount,ADP still leaves room for spike weeks; role volatility remains.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,44,Ricky Pearsall,San Francisco 49ers,97,3,4,MY_GUY,Target,OK near ADP,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,45,Romeo Doubs,New England Patriots,103.4,3,4,MY_GUY,Target,OK near ADP,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,46,Quentin Johnston,Los Angeles Chargers,105.8,3,4,MY_GUY,Target,OK near ADP,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,47,Michael Pittman Jr.,Pittsburgh Steelers,105.9,3,4,MY_GUY,Target,OK near ADP,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,48,Josh Downs,Indianapolis Colts,110,3,4,MY_GUY,Target,OK near ADP,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,49,KC Concepcion,Cleveland Browns,111.5,4,5,WATCH,Rookie,Monitor news,Rookie talent/role bet; QB and route share drive floor.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,50,Matthew Golden,Green Bay Packers,111.9,4,5,WATCH,Rookie,Monitor news,Rookie talent/role bet; QB and route share drive floor.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,51,Wan'Dale Robinson,Tennessee Titans,111.9,3,4,MY_GUY,Target,OK near ADP,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,52,Xavier Worthy,Kansas City Chiefs,115.2,3,4,MY_GUY,Target,OK near ADP,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,53,Jayden Higgins,Houston Texans,123.9,4,5,WATCH,Rookie,Monitor news,Rookie talent/role bet; QB and route share drive floor.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,54,Jalen Coker,Carolina Panthers,126.9,3,4,MY_GUY,Target,OK near ADP,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T4 Flex WR3 Plateau,55,Khalil Shakir,Buffalo Bills,127.2,3,4,MY_GUY,Target,OK near ADP,WR3/flex range; separate by target stability and offense.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,56,Omar Cooper,New York Jets,134.3,4,4,WATCH,Rookie,Monitor news,Rookie talent/role bet; QB and route share drive floor.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,57,Jalen McMillan,Tampa Bay Buccaneers,138.2,3,3,NEUTRAL,Fair,,Late WR dart; ceiling depends on route growth or depth-chart movement.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,58,Rashid Shaheed,Seattle Seahawks,140,3,3,NEUTRAL,Fair,,Late WR dart; ceiling depends on route growth or depth-chart movement.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,59,Jauan Jennings,Free Agent,149.4,5,2,NEUTRAL,Hold/FA,,Do not force before landing spot/role is clarified.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,60,Denzel Boston,Cleveland Browns,149.5,4,4,WATCH,Rookie,Monitor news,Rookie talent/role bet; QB and route share drive floor.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,61,Brandon Aiyuk,San Francisco 49ers,155.7,4,3,VALUE_ONLY,Health risk,Need discount,Late WR dart; ceiling depends on route growth or depth-chart movement.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,62,Stefon Diggs,Free Agent,156.4,5,2,NEUTRAL,Hold/FA,,Do not force before landing spot/role is clarified.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,63,Travis Hunter,Jacksonville Jaguars,159.7,4,3,WATCH,Rookie,Monitor news,Rookie talent/role bet; QB and route share drive floor.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,64,Jalen Nailor,Las Vegas Raiders,160,3,3,NEUTRAL,Fair,,Late WR dart; ceiling depends on route growth or depth-chart movement.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,65,Isaac TeSlaa,Detroit Lions,166.6,3,3,NEUTRAL,Fair,,Late WR dart; ceiling depends on route growth or depth-chart movement.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,66,Jerry Jeudy,Cleveland Browns,170.4,3,3,NEUTRAL,Fair,,Late WR dart; ceiling depends on route growth or depth-chart movement.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,67,Deebo Samuel,Free Agent,171,5,2,NEUTRAL,Hold/FA,,Do not force before landing spot/role is clarified.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,68,Tre Tucker,Las Vegas Raiders,174.1,3,3,WATCH,Dart,Monitor news,Late speed/role dart with rising market interest.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,69,Calvin Ridley,Tennessee Titans,175,3,3,NEUTRAL,Fair,,Late WR dart; ceiling depends on route growth or depth-chart movement.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,70,Tre' Harris,Los Angeles Chargers,177.3,3,3,NEUTRAL,Fair,,Late WR dart; ceiling depends on route growth or depth-chart movement.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,71,Tyreek Hill,Free Agent,182.1,5,2,NEUTRAL,Hold/FA,,Do not force before landing spot/role is clarified.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,72,De'Zhaun Stribling,San Francisco 49ers,185,4,3,WATCH,Rookie,Monitor news,Rookie talent/role bet; QB and route share drive floor.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,73,Germie Bernard,Pittsburgh Steelers,185.3,4,3,WATCH,Rookie,Monitor news,Rookie talent/role bet; QB and route share drive floor.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,74,Antonio Williams,Washington Commanders,188.5,4,3,WATCH,Rookie,Monitor news,Rookie talent/role bet; QB and route share drive floor.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,75,Dontayvion Wicks,Philadelphia Eagles,189.3,3,3,NEUTRAL,Fair,,Late WR dart; ceiling depends on route growth or depth-chart movement.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,76,Kayshon Boutte,New England Patriots,189.5,3,3,NEUTRAL,Fair,,Late WR dart; ceiling depends on route growth or depth-chart movement.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,77,Malik Washington,Miami Dolphins,192.3,3,3,NEUTRAL,Fair,,Late WR dart; ceiling depends on route growth or depth-chart movement.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,78,Adonai Mitchell,New York Jets,193.5,3,3,NEUTRAL,Fair,,Late WR dart; ceiling depends on route growth or depth-chart movement.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,79,Tank Dell,Houston Texans,195,4,3,VALUE_ONLY,Risk,Need discount,Late WR dart; ceiling depends on route growth or depth-chart movement.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
WR,T5 Late WR Darts,80,Christian Kirk,San Francisco 49ers,199.4,3,3,NEUTRAL,Fair,,Late WR dart; ceiling depends on route growth or depth-chart movement.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T1 Elite TE Edge,1,Trey McBride,Arizona Cardinals,22.4,2,5,MY_GUY,TE edge,OK near ADP,"Elite TE volume profile, but offense/QB context keeps him just shy of slam-dunk WR/RB anchors.","Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T1 Elite TE Edge,2,Brock Bowers,Las Vegas Raiders,22.6,2,5,MY_GUY,TE edge,OK near ADP,Premium target share at a scarce position; usable as a Round 2/3 hammer.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T2 Early TE Edge,3,Colston Loveland,Chicago Bears,45.9,3,5,MY_GUY,TE edge,OK near ADP,Rookie TE with long-term upside; redraft patience required.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T2 Early TE Edge,4,Tyler Warren,Indianapolis Colts,69,4,5,MY_GUY,TE edge,OK near ADP,Rookie TE with long-term upside; redraft patience required.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T3 Upside TE1s,5,Tucker Kraft,Green Bay Packers,84.4,3,4,MY_GUY,Target,OK near ADP,Playable TE tier; avoid overpaying into a flat range.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T3 Upside TE1s,6,Harold Fannin,Cleveland Browns,87.1,4,5,WATCH,Rookie,Monitor news,Rookie TE with long-term upside; redraft patience required.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T3 Upside TE1s,7,Kyle Pitts,Atlanta Falcons,101,3,4,MY_GUY,Target,OK near ADP,Playable TE tier; avoid overpaying into a flat range.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T3 Upside TE1s,8,Sam LaPorta,Detroit Lions,102.3,3,4,MY_GUY,Target,OK near ADP,Playable TE tier; avoid overpaying into a flat range.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T4 TE1/TE2 Plateau,9,Oronde Gadsden,Los Angeles Chargers,116,4,5,WATCH,Rookie,Monitor news,Rookie TE with long-term upside; redraft patience required.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T4 TE1/TE2 Plateau,10,George Kittle,San Francisco 49ers,117.8,4,4,VALUE_ONLY,Health risk,Need discount,"Elite per-route ability, but injury/age risk makes him a price-sensitive pick.","Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T4 TE1/TE2 Plateau,11,Jake Ferguson,Dallas Cowboys,125.4,3,4,MY_GUY,Target,OK near ADP,Playable TE tier; avoid overpaying into a flat range.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T4 TE1/TE2 Plateau,12,Travis Kelce,Kansas City Chiefs,127.6,4,4,VALUE_ONLY,Age risk,Need discount,Late TE1 if price falls; no longer a premium advantage target.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T4 TE1/TE2 Plateau,13,Dalton Kincaid,Buffalo Bills,132.5,3,4,MY_GUY,Target,OK near ADP,Playable TE tier; avoid overpaying into a flat range.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T4 TE1/TE2 Plateau,14,Dallas Goedert,Philadelphia Eagles,135.4,3,4,MY_GUY,Target,OK near ADP,Playable TE tier; avoid overpaying into a flat range.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T4 TE1/TE2 Plateau,15,Isaiah Likely,New York Giants,136.7,3,4,MY_GUY,Target,OK near ADP,Playable TE tier; avoid overpaying into a flat range.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T4 TE1/TE2 Plateau,16,Mark Andrews,Baltimore Ravens,137.2,4,4,VALUE_ONLY,Volatile,Need discount,Playable TE tier; avoid overpaying into a flat range.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T4 TE1/TE2 Plateau,17,Kenyon Sadiq,New York Jets,143.7,4,5,WATCH,Late TE,Monitor news,"Round 1 TE capital, but rookie TE + crowded Jets target tree creates volatility.","Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T5 Late Streamers,18,Brenton Strange,Jacksonville Jaguars,151.9,3,3,WATCH,Wait TE,Monitor news,Late TE streamer; pair with another upside option if needed.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T5 Late Streamers,19,Juwan Johnson,New Orleans Saints,154.1,3,3,WATCH,Wait TE,Monitor news,Late TE streamer; pair with another upside option if needed.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T5 Late Streamers,20,Hunter Henry,New England Patriots,155.6,3,3,WATCH,Wait TE,Monitor news,Late TE streamer; pair with another upside option if needed.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T5 Late Streamers,21,Chig Okonkwo,Washington Commanders,156.9,3,3,WATCH,Wait TE,Monitor news,Late TE streamer; pair with another upside option if needed.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
TE,T5 Late Streamers,22,T.J. Hockenson,Minnesota Vikings,163.6,4,3,WATCH,Wait TE,Monitor news,Late TE streamer; pair with another upside option if needed.,"Sharp Underdog ADP; blended with FantasyPros cheat sheet structure, Fantasy Footballers tiered-cheat-sheet style, Fantasy Life rookie notes."
